AR_ID,NID_ID,Dam_Name,Year_Removed,Latitude,Longitude,City_County,River,HUC8,State,Dam_Height_ft,Dam_Length_ft,Year_Built,Owner,Original Use,Type_Material,Miles_Restored_US,Miles_Restored_DS,River_Miles_Reported,Last_Updated,,,,,,,,,,
MA-030,,Wellingsly Dam #2,2012,41.94896,-70.6534,Plymouth,Wellingsly Brook,Cape Cod,MA ,Three dams: 3-5 ft height,Three dams:  10-20 ft lengths,,,,Concrete,,,,11/10/2017,,,,,,,,,,
MA-031,,Wellingsly Dam #3,2012,41.94896,-70.6534,Plymouth,Wellingsly Brook,Cape Cod,MA ,Three dams: 3-5 ft height,Three dams:  10-20 ft lengths,,,,Concrete,,,,11/10/2017,,,,,,,,,,
MA-032,MA01136,Curtis Pond Dam ,2012,42.61826,-71.0039,Middleton,Boston Brook,Charles,MA ,,,,Town of Danvers,,,,,,11/10/2017,,,,,,,,,,
MA-033,,Hopewell Mills Dam,2012,41.91473,-71.0969,Taunton,Mill River,Narragansett,MA ,8,350,1700s,,Mill power,Stone/Concrete,,,0.25,11/10/2017,,,,,,,,,,
MA-034,,Thunder Brook Restoration Project,2012,42.56486,-73.1768,Cheshire,Thunder Brook,Hudson-Hoosic,MA ,15,18,,,Town water supply,Concrete and masonry,,,2.4,11/10/2017,,,,,,,,,,
MA-035,MA00649,Phillipston Reservoir Dam #1,2012,42.57892,-72.1752,Phillipston,Thousand Acre Brook,Miller,MA ,15,1100,late 1800s,,Water supply,Earthen,,,1 mile of headwaters stream above dam,11/10/2017,,,,,,,,,,
MA-036,,Phillipston Reservoir Dam #2,2012,42.57835,-72.17347,Phillipston,Thousand Acre Brook,Miller,MA ,8,30,late 1800s,,Water supply,Earthen,,,1 mile of headwaters stream above dam,11/10/2017,,,,,,,,,,
MD-001,,Town Creek Dam,,,,,,,MD,5,,,,,,,,,11/10/2017,,,,,,,,,,
MD-002,,Deep Run Dam,1989,,,,Deep Run,,MD,,,,,,,,,,11/10/2017,,,,,,,,,,
MD-003,,Stony Run Dam,1990,,,,Stony Run,,MD,,,,,,,,,,11/10/2017,,,,,,,,,,
MD-004,,Bacon Ridge Branch Weir,1991,,,,Bacon Ridge Branch,,MD,,,,,,,,,,11/10/2017,,,,,,,,,,
MD-005,,Dam #3 Ruins,1991,,,,,,MD,6,,,,,,,,,11/10/2017,,,,,,,,,,
MD-006,,Railroad Bridge at Elkton Dam,1992,,,,Little Elk Creek,,MD,,,,,,,,,,11/10/2017,,,,,,,,,,
MD-007,,Railroad Trestle Dam,1994,,,,Dorsey Run,,MD,,,,,,,,,,11/10/2017,,,,,,,,,,
MD-008,,Horsepen Branch Dam,1995,,,,Horsepen Branch,,MD,,,,,,,,,,11/10/2017,,,,,,,,,,
MD-009,,Route 214 Dam,1998,,,,Western Branch,,MD,,,,,,,,,,11/10/2017,,,,,,,,,,
MD-010,,Polly Pond Dam,2002,,,,Big Run,,MD,25,,,,,,,,,11/10/2017,,,,,,,,,,
MD-011,,Octoraro Dam,2005,39.70167,-76.1267,Rising Sun,Octoraro Creek,Lower Susquehanna,MD,,,,,,,,,19,11/10/2017,,,,,,,,,,
MD-012,MD00383,Pittsburgh Plate & Glass (PPG) Dam ,2007,39.58024,-78.7444,Cumberland,Potomac River,North Branch Potomac,MD,10,,,Pittsburgh Plate & Glass,Originally built to back up water for a pumping station.,Boulder,,,0.5,11/10/2017,,,,,,,,,,
MD-013,,Raven Rock Dam,2007,39.665090,-77.542200,Near Smithsburg,Potomac River,Conococheague-Opequon,MD,6.5,,1920s,,Water supply for the City of Hagerstown,Stone/Mortar,,,,11/10/2017,,,,,,,,,,
MD-014,,Puckum Dam Removal,2007,,,Federalsburg,Puckum Branch,,MD,8,200,1940,,Logging Road,Earthen,,,4.5,11/10/2017,,,,,,,,,,
MD-015,MD00134,Simkins Dam,2010,39.25269,-76.7683,near Ellicott City,Patapsco River,Gunpowder-Patapsco,MD,10,200,1889,Simkins Industries,Originally powered a textile mill,Concrete,,,20,11/10/2017,,,,,,,,,,
MD-016,MD00155,Union Dam,2010,39.29455,-76.78,near Ellicott City,Patapsco River,Gunpowder-Patapsco,MD,24,355,1900,State,Originally powered a textile mill,Concrete,,,23,11/10/2017,,,,,,,,,,
MD-017,,Clifford Branch Dam,2012,39.48744,-77.4712,Frederick,Clifford Branch,Monocacy,MD,6,15,1872,,Water supply for City of Frederick,Concrete/Stone,,,,11/10/2017,,,,,,,,,,
MD-018,,White Hall Dam,2011,39.62059,-76.6297,White Hall,Little Falls,Gunpowder-Patapsco,MD,,,,,,,,,,11/10/2017,,,,,,,,,,
MD-019,,Bishopville Dam,2014,38.442306,-75.194389,Worcester County,St. Martins River,Chincoteague,MD,4,140,1870s,Worcester County,Mill dam,Sheetpile,,,600,11/10/2017,,,,,,,,,,
MD-020,,Centreville Dam,2015,39.048006,-76.061992,Centreville/Queen Anne,Gravel Run,Chester-Sassafras,MD,5,10,1933,Town of Centreville,Historic mill,Concrete capped rubble,,,13,11/10/2017,,,,,,,,,,
MD-021,MD00148,Bloede Dam,2018,39.247043,-76.761174,Elkridge,Patapsco River,Gunpowder-Patapsco,MD,34,220,1906,MD Dept. Natural Resources,Hydropower,Concrete,65,,,2/5/2019,,,,,,,,,,
ME-001,,Columbia Falls Dam,1988,44.65311,-67.7273,Steuben,Pleasant River,Maine Coastal,ME,9,350,,,,,,,13,11/10/2017,,,,,,,,,,
ME-002,ME00579,Bangor Dam,1995,44.810080,-68.741700,Bangor,Penobscot River,Lower Penobscot,ME,4,,1975,,,,,,,11/10/2017,,,,,,,,,,
ME-003,,Mast Point Dam,1997,43.28704,-70.8982,"Berwick, ME & Somersworth NH",Salmon Falls River,Piscataqua-Salmon Falls,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-004,ME00581,Grist Mill Dam,1998,44.74865,-68.8329,Hampden,Souadabscook Stream,Lower Penobscot,ME,14,75,,,,,,,3,11/10/2017,,,,,,,,,,
ME-005,ME00081,Edwards Dam,1999,44.32487,-69.7697,Augusta,Kennebec River,Lower Kennebec,ME,24,917,,,,,,,60,11/10/2017,,,,,,,,,,
ME-006,,Canaan Lake Outlet Dam,1999,44.96666,-67.7749,North Washington,East Machias River,Maine Coastal,ME,,,1800s,,Logging Road,,,,,11/10/2017,,,,,,,,,,
ME-007,ME00161,Brownville Dam,1999,45.30642,-69.0344,Brownville,Pleasant River,Piscataquis,ME,12,300,,,,,,,300,11/10/2017,,,,,,,,,,
ME-008,,Hampden Recreation Area Dam,1999,,,,Souadabscook Stream,,ME,2,150,,,,,,,,11/10/2017,,,,,,,,,,
ME-010,ME00402,Archer's Mill Dam,1999,44.88763,-69.1379,Stetson,Stetson Stream,Lower Kennebec,ME,12,50,,,,,,,,11/10/2017,,,,,,,,,,
ME-011,,Mill Dam,2000,44.921870,-69.260900,Corinna,East Branch Sebasticook River,Lower Kennebec,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-013,ME83021,Smelt Hill Dam,2002,43.7183,-70.2693,Falmouth,Presumpscot River,Presumpscot,ME,,,,,,,,,5,11/10/2017,,,,,,,,,,
ME-014,,Main Street Dam,2002,44.83516,-69.272,Newport,Sebasticook River,Upper Scioto,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-015,,Sennebec Dam,2002,44.2367,-69.2782,Union,St. George River,St. George-Sheepscot,ME,15,240,,,,,,,17,11/10/2017,,,,,,,,,,
ME-016,,Madison Electric Dam,2006,44.73133,-69.8981,Starks,Sandy River,Lower Kennebec,ME,,,,Madison Electric Works,Hydropower,,,,30,11/10/2017,,,,,,,,,,
ME-017,ME00259,Sherman Lake Dam,2008,44.01145,-69.5979,New Castle,Marsh River,St. George-Sheepscot,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-018,ME00108,Fort Halifax Dam,2008,44.53907,-69.6258,"Kennebec Watershed, Winslow",Sebasticook River,Lower Kennebec,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-019,,Little River Dam,2009,43.994358,-70.050216,Lisbon ,Little River,Lower Androscoggin,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-020,,Lower Sedgeunkedunk Dam,2009,44.765239,-68.779802,Brewer,Sedgeunkedunk Stream,Lower Penobscot,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-021,ME00580,West Winterport Dam,2010,44.618486,-68.957988,West Winterport ,Marsh Stream,Lower Penobscot,ME,16,85,,,,,,,20,11/10/2017,,,,,,,,,,
ME-022,ME00738,Lower Montsweag Dam,2010,43.96861,-69.7202,Wiscasset ,Montsweag Brook,St. George-Sheepscot,ME,35,216,,Maine Yankee Atomic Plant ,Emergency water source,,,,"3 acres stream, 17 acres of wetland, 200 acres marsh",11/10/2017,,,,,,,,,,
ME-023,,Martin Brook Upper Dam,2010,47.34529,-68.3315,Madawaska  ,Martin Brook,St. Francis River-Saint John River,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-024,,Shoreys Brook Dam,2011,43.18125,-70.8189,South Berwick and Eliot,Shoreys Brook,Piscataqua-Salmon Falls,ME,18,75,,,,,,,4.2,11/10/2017,,,,,,,,,,
ME-025,,Unnamed Dam,2012,43.80532,-70.1885,Yarmouth,Royal River,Crosswicks-Neshaminy,ME,,,1900s,,Powered a defunct mill,Concrete,,,,11/10/2017,,,,,,,,,,
ME-026,ME00140,Great Works Dam,2012,44.92067,-68.6319,Old Town,Penobscot River,Lower Penobscot,ME,,1000,1887,,Hydropower,Concrete,,,,11/10/2017,,,,,,,,,,
ME-027,ME96003,Randall Mill Dam,2013,43.92972,-70.191,Pownal,Chandler Brook (Royal River trib),Presumpscot,ME,10,65,1796 (original dam at site at this time),Private,Historically sawmill,Stone and concrete,,,3,11/10/2017,,,,,,,,,,
ME-028,,Swett Brook Dam,2013,44.2566,-70.7274,Waterford,Swett Brook,Presumpscot,ME,4,60,,Portland Pipe Line Corporation,Water storage,,,,3,11/10/2017,,,,,,,,,,
ME-029,ME00137,Veazie Dam,2013,44.83249,-68.7008,Veazie and Eddington,Penobscot River,Lower Penobscot,ME,30,850,1913 (dams on site since 1830s),PPL Corporation,Hydropower,Concrete,,,3.8,11/10/2017,,,,,,,,,,
ME-030,ME00233,Washburn Mill Pond Dam ,2014,46.79199,-68.1571,Washburn,Salmon River,Aroostook,ME,,,Late 1800s,Town of Washburn,Recreation,Concrete,,,20,11/10/2017,,,,,,,,,,
ME-031,,East Machias Dam,2000,44.73894,-67.3889,East Machias,East Machias River,Maine Coastal,ME,,,,Town of East Machias,Hydropower,,,,40,11/10/2017,,,,,,,,,,
ME-032,,Unnamed Remnant Dam,2010,46.78113,-68.1587,Washburn,Salmon Brook,Aroostook,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-033,,Unnamed Remnant Dam,2013,44.50138,-70.9213,Mahoosuc Public Reserve Lands,Sunday River,Aroostook,ME,,,,,,,,,,11/10/2017,,,,,,,,,,
ME-034,,Goff Mill Brook Dam,2015,,,Arundel,Goff Mill Brook,,ME,4,25,1950,,,,,,7,11/10/2017,,,,,,,,,,
ME-035,,Kate Furbish Dam,2016,43.866138,-69.934532,Brunswick / Cumberland,Casco Bay,Presumpscot,ME,13,100,1970,None,,Earthen ,,,1,11/10/2017,,,,,,,,,,
ME-036,ME00353,Masse Dam,2017,44.451939,-69.606951,Vassalboro,Outlet Stream,Lower Kennebec,ME,17,,,Private,Sawmill,Concrete,,,,2/8/2018,,,,,,,,,,
ME-037,,Wight's Pond Dam,2017,44.451089,-68.674154,Penobscot/Hancock,Bagaduce,Maine Coastal,ME,3,40,,"Town of Penobscot, Maine",Pond level dam,Concrete,,,4.00,2/8/2018,,,,,,,,,,
ME-038,ME00336,Coopers Mill Dam ,2018,44.258735,-69.550582,Whitefield,Sheepscot River,St. George-Sheepscot,ME,20,185,1804,Town of Whitefield ,"Mill power, Fire Protection, Other",Gravity masonry structure with concrete overlays,26,18,,2/5/2019,,,,,,,,,,
ME-039,,Lombard Dam,2018,44.463703,-69.613964,Vassalboro,Outlet Stream,Lower Kennebeck,ME,,,,,,,,,,6/12/2019,,,,,,,,,,
ME-040,,Smelt Brook Dam ,2018,44.504882,-68.161448,Sullivan,Smelt Brook,Maine Coastal,ME,,135,1967,Downeast Salmon Federation,Create trout pond,Granite block,,,,6/12/2019,,,,,,,,,,
ME-041,,Head Tide Dam ,2019,44.114923,-69.623028,Alna/Lincoln County,Sheepscot River,St. George-Sheepscot,ME,15,120,1928/1916,"Atlantic Salmon Federation/Town of Alna, ME",Grist Mill Power,Cement,71,15,,2/6/2020,,,,,,,,,,
ME-042,,Saccarappa Dam 1 (east),2019,43.677941,-70.369478,Westbrook/Cumberland,Presumpscot,Presumpscot River,ME,12,239,1911,Sappi North America/S.D. Warren Co.,Hydroelectric,Reinforced Concrete,5,1,,2/6/2020,,,,,,,,,,
ME-043,,Saccarappa Dam 2 (west),2019,43.678945,-70.369157,Westbrook/Cumberland,Presumpscot,Presumpscot River,ME,12,154,1911,Sappi North America/S.D. Warren Co.,Hydroelectric,Reinforced Concrete,5,1,,2/6/2020,,,,,,,,,,
MI-001,MI00420,Waszkiewicz Dam,,44.53921,-83.4861,Mikado,Grey Creek,Au Sable,MI,,,,Private,,,,,,11/10/2017,,,,,,,,,,
MI-002,,Camp Six Wildlife Dam,,,,Luce County near Dollarville,Tributary to Tahquamenon River,,MI,,,,MI Dept of Natural Resources,,Low-head earthen,,,,11/10/2017,,,,,,,,,,
MI-003,,Elm River Tower Dam,,,,Houghton County,Tributary to Shawmut Creek,,MI,,,1964,MI Dept of Natural Resources,,Low-head earthen,,,,11/10/2017,,,,,,,,,,
MI-004,,Watts Lake Dam,,,,Lapeer County,Watts Lake Outlet,Teton,MI,,,1965,MI Dept of Natural Resources,,Low-head earthen,,,,11/10/2017,,,,,,,,,,
MI-005,,Marquette Dam,1912,,,,Dead River,,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-006,,Wacousta Dam,1966,,,,Looking Glass River,,MI,4,,,,,,,,,11/10/2017,,,,,,,,,,
MI-007,,Newago Dam,1969,,,,Muskegon River,,MI,18,,,,,,,,,11/10/2017,,,,,,,,,,
MI-008,,Smyrna Dam (Tebbles Dam),1973,43.058719,-85.254786,Ionia County near Smyrna,Flat River,Lower Grand,MI,18,80,,,,,,,,11/10/2017,,,,,,,,,,
MI-009,,Foster Trout Pond Dam,1983,,,,,,MI,3,,,,,,,,,11/10/2017,,,,,,,,,,
MI-010,,Mitchell Dam,1991,45.36941,-84.9661,Petoskey,Bear River,Boardman-Charlevoix,MI,,,,City of Petoskey,Hydropower,,,,,11/10/2017,,,,,,,,,,
MI-011,MI00601,Salling Dam,1991,44.6637,-84.7415,Grayling,Au Sable River,Au Sable,MI,17,250,,,,,,,,11/10/2017,,,,,,,,,,
MI-012,MI00107,Sixmile Creek Pond Dam,1993,46.72047,-88.585,Baraga ,Sixmile Creek,Dead-Kelsey,MI,,80,1908,"Owned by the Smyrna Milling Company, the dam was sold to Consumers Power, then to Otisco Township in 1956. The Township deeded the dam to DNR in 1971 under the condition that it be removed at state expense and $40,000 was appropriated for this purpose.",,,,,,11/10/2017,,,,,,,,,,
MI-013,,Mud Creek Dam,1997,46.53493,-90.3047,Gogebic County near Ironwood,Mud Creek,Bad-Montreal,MI,,,,MI Dept of Natural Resources,,Low-head earthen,,,,11/10/2017,,,,,,,,,,
MI-014,,Village of L'Anse Dam,1998,46.734528,-88.443044,Baraga County,Falls River,Dead-Kelsey,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-015,,Air Force Dam (Silver Lead Creek Dam),1998,46.342984,-87.364109,Gwinn,Silver Lead Creek,Betsy-Chocolay,MI,70,,,,,,,,,11/10/2017,,,,,,,,,,
MI-016,,Wasman Dam,1999,42.2232,-86.0485,Lawrence,Brush Creek,St. Joseph,MI,,,1856,Private,,,,,,11/10/2017,,,,,,,,,,
MI-017,MI00389,Fibron Trout Pond Dam,2000,46.21509,-85.1591,Naubinway,Anguilm River,Tahquamenon,MI,,,1964,Michigan Dept Natural Resources Fisheries Division,,Earthen,,,,11/10/2017,,,,,,,,,,
MI-018,,Big Rapids Dam,2000,43.71575,-85.4883,Big Rapids,Muskegon River,Muskegon,MI,,,,,,,,,120,11/10/2017,,,,,,,,,,
MI-019,MI00119,Mill Pond Dam,2002,43.60093,-84.7848,Mt. Pleasant,Chippewa River,Cape Cod,MI,15,110,,,,,,,,11/10/2017,,,,,,,,,,
MI-020,MI00023,Randall Dam,2002,42.06131,-85.127,Village of Union City,Coldwater River,St. Joseph,MI,12,85,1912,Village of Union City,Mill water,,,,,11/10/2017,,,,,,,,,,
MI-021,MI00229,Stronach Dam,2003,44.2131,-85.8963,"Manistee National Forest, Wellston",Pine River,Manistee,MI,18,350,1918,,Hydropower  ,Concrete,,,,11/10/2017,,,,,,,,,,
MI-022,MI00610,Copemish Dam,2003,44.47762,-85.9298,Copemish,First Creek,Manistee,MI,8,,1950,Village of Copemish,Recreation,Earthen,,,,11/10/2017,,,,,,,,,,
MI-023,MI00467,Haley Dam,2003,41.82569,-84.2555,"Lake Hudson Recreation Area, Clayton",,Raisin,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-024,MI00198,Sturgeon River Dam,2003,45.78988,-87.7832,Vulcan,Sturgeon River,Menominee,MI,45,,,We Energies,Hydropower,,,,3,11/10/2017,,,,,,,,,,
MI-025,,Tannery Creek Dam,2004,45.387200,-84.914650,Petoskey,Tannery Creek,Boardman-Charlevoix,MI,13,,,,,,,,,11/10/2017,,,,,,,,,,
MI-026,,Charlotte City Dam,2006,,,Charlotte City,Battle Creek River,Kalamazoo,MI,6,,,,,Concrete,,,,11/10/2017,,,,,,,,,,
MI-027,,Elm Street Dam,2004,42.31884,-85.1712,Battle Creek,Battle Creek River,Kalamazoo,MI,3.5,100,1920s,Consumers Energy,Cool Water Intakes,Sheet pile,,,,11/10/2017,,,,,,,,,,
MI-028,,Marquette City Dam #1,2004,,,Marquette,Dead River,,MI,10,200,,Marquette Board of Power and Light,Retired hydropower,,,,,11/10/2017,,,,,,,,,,
MI-029,,Kimberly-Clark Dam,2004,,,,North Branch Spars Creek,,MI,2,200,1965,Michigan DNR,Recreational trout pond,Earthen,,,,11/10/2017,,,,,,,,,,
MI-030,MI02602,Grayling Dam,2005,44.65968,-84.7128,Grayling,AuSable River,Au Sable,MI,9,,1933,City of Grayling,,,,,,11/10/2017,,,,,,,,,,
MI-032,MI00053,Dimondale Dam (Wilson Dam),2006,42.646650,-84.651700,Dimondale,Grand River,Upper Grand,MI,5,300,1880,,,,,,,11/10/2017,,,,,,,,,,
MI-033,MI00319,Hersey Dam,2006,43.84967,-85.4337,Hersey,Hersey River,Muskegon,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-034,MI00784,Potagannissing Dam,2006,46.04092,-83.6551,Drummond,Potagannissing River,Lake Huron,MI,6,75,,State-owned ,,,,,,11/10/2017,,,,,,,,,,
MI-035,,Dair Mill Dam,2007,,,Benzie County,Dair Creek,,MI,5,,,,Abandoned dam and culvert on this trout stream were removed to restore fish passage.,Concrete,,,,11/10/2017,,,,,,,,,,
MI-036,,Unnamed Dam,2007,,,,Green River,Crosswicks-Neshaminy,MI,8,,,Green River Trout Farm,Water diversion,,,,,11/10/2017,,,,,,,,,,
MI-038,MI00491,Plainwell Dam #1,2007,42.4559,-85.6678,Plainwell,Kalamazoo River,Kalamazoo,MI,21,1185,1902,Michigan DNR owner since 1960's,Hydropower,Earthen/Concrete,,,,11/10/2017,,,,,,,,,,
MI-039,MI00324,Dexter Mill Dam,2008,42.33914,-83.8906,Washtenaw County,Mill Creek,Huron,MI,9,90,1932,Village of Dexter,Hydropower,Concrete,,,,11/10/2017,,,,,,,,,,
MI-040,,Maple Hill Dam,2009,,,Charlotte,Butternut Creek ,,MI,3.5,25,~1930,Maple Hill Cemetery,Irrigation,Concrete,,,3,11/10/2017,,,,,,,,,,
MI-041,MI00360,Chesaning Dam,2009,43.185,-84.1129,City of Chesaning,Shiawassee River,Shiawassee,MI,9,250,1863,City of Chesaning,,Concrete topped earthen and timber,,,18,11/10/2017,,,,,,,,,,
MI-042,,Rice Creek Dam (Ketchum Dam),2009,42.267646,-84.953805,City of Marshall,Rice Creek,Kalamazoo,MI,12,300,~1835,City of Marshall,,Earthen ,,,1,11/10/2017,,,,,,,,,,
MI-043,MI00012,Nashville Dam,2009,42.60727,-85.0947,Nashville (Barry County),Thornapple River,Thornapple,MI,8,170,1890,,Mill power,Rock/crib,,,60,11/10/2017,,,,,,,,,,
MI-044,MI00712,Jonesville Millpond Dam,2010,41.972397,-84.660991,Jonesville,Saint Joseph River,St. Joseph,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-045,,Cascade Dam,2010,42.79604,-82.9635,Ray Township in Romeo,North Branch Clinton River,Clinton,MI,18,120,,,Development,Concrete,,,,11/10/2017,,,,,,,,,,
MI-046,,Wolcott Dam,2010,42.76464,-82.9238,Wolcott,North Branch Clinton River,Clinton,MI,2,45,,,Mill site,Concrete,,,,11/10/2017,,,,,,,,,,
MI-047,,Club Dam,2010,,,Charlotte,Butternut Creek,,MI,3,7,1960s,,Irrigation,Wooden,,,17,11/10/2017,,,,,,,,,,
MI-048,,Glass Creek Dam,2010,,,Barry County,Glass Creek,,MI,5,25,1970,,Wildlife,Concrete,,,1,11/10/2017,,,,,,,,,,
MI-049,,Paint Creek Dam,2011,,,,Paint Creek,,MI,,,,,,,,,7.25,11/10/2017,,,,,,,,,,
MI-050,MI00544,Brown Bridge Dam,2012,44.64346,-85.5095,Traverse City,Boardman River,Boardman-Charlevoix,MI,,,1921,,Hydropower  ,,,,,11/10/2017,,,,,,,,,,
MI-051,,Vassar Dam,2013,43.36942,-83.5825,Vassar (Tuscola County),Cass River,Cass,MI,,200,1850,City of Vassar,Mill power,Concrete,,,12,11/10/2017,,,,,,,,,,
MI-052,MI00497,Ceresco Dam,2014,42.26974,-85.0609,Ceresco,Kalamazoo River,Kalamazoo,MI,23,350,1906,"Tri-State Holdings, LLC",Hydropower,Concrete,,,15,11/10/2017,,,,,,,,,,
MI-053,,Childsdale Dam,2014,43.10164,-85.5784,Rockford,Rogue River,Lower Grand,MI,,35,,,Papermill,Rock crib ,,,2,11/10/2017,,,,,,,,,,
MI-054,,Freeport Dam,2014,42.77131,-85.3223,Freeport,Coldwater River,Thornapple,MI,,100,,,Mill,Concrete,,,17,11/10/2017,,,,,,,,,,
MI-055,,Misty Acres Dam,2014,44.51176,-86.0627,Thompsonville,Unnamed tributary to Betsie River,Betsie-Platte,MI,6,45,1930,Private-Borwell family,Farming,Concrete,,,1,11/10/2017,,,,,,,,,,
MI-056,,Morgan Dam,2014,42.62092,-85.1779,Nashville,Highbanks Creek,Thornapple,MI,5,200,1870,,Mill,Rock/Crib Concrete Capped,,,31,11/10/2017,,,,,,,,,,
MI-057,,Prairie Creek Dam,2014,42.98546,-85.0263,Ionia,Prairie Creek,Lower Grand,MI,7,60,,,Fish barrier,Concrete/Timbers,,,21,11/10/2017,,,,,,,,,,
MI-058,,Watervliet Spillway Dam,2011,42.19261,-86.2574,Watervliet,Paw Paw River,St. Joseph,MI,,,,,,,,,100 combined,11/10/2017,,,,,,,,,,
MI-059,MI00204,Watervliet Diversion Dam,2011,42.19388,-86.2522,Watervliet,Paw Paw River,St. Joseph,MI,,,,,,,,,100 combined,11/10/2017,,,,,,,,,,
MI-060,MI00596,Manton Millpond Dam,2012,44.42084,-85.4078,Manton,Manton Creek,Manistee,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-061,,Aquatic Center Pond Dam,2013,42.567178,-83.154393,Troy,Red Run,Clinton,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-062,,Saunders Dam,2013,45.061739,-84.45461,Sparr,Black River,Black,MI,5,,Early 1900's,Pigeon River State Forest,Hydropower,,,,8,11/10/2017,,,,,,,,,,
MI-063,,Miller Creek Dam,2011,45.006079,-83.976419,Montmorency County,,Thunder Bay,MI,>3 feet,,~1940s,Private,,Concrete,,,13,11/10/2017,,,,,,,,,,
MI-064,,Morgan Dam,2015,44.713333,-84.088333,Fairview/Oscoda,Perry Cree,Thornapple,MI,4,60,1965,Private,Recreation,Earthen,,,50,11/10/2017,,,,,,,,,,
MI-065,,Song of the Morning Ranch Dam (Golden Lotus Dam; Lansing Club Dam),2015,45.146033,-84.472844,Vanderbilt/Otsego,Pigeon River,Cheboygan,MI,22,250,1955,"Golden Lotus, Inc.",,Gravity/Earth and Concrete,,,15,11/10/2017,,,,,,,,,,
MI-066,,Thompson Dam,2015,45.91083,-86.33333,Thompson/Schoolcraft,Thompson Creek,Fishdam-Sturgeon,MI,6,36,1944,MI Dept Natural Resources Fisheries Division,Other,Concrete ,,,4,11/10/2017,,,,,,,,,,
MI-067,,Williams Creek Dam,2015,45.909167,-86.334722,Thompson/Schoolcraft,Williams Creek,Fishdam-Sturgeon,MI,10,80,1924,MI Dept Natural Resources Fisheries Division,Other,Concrete,,,2,11/10/2017,,,,,,,,,,
MI-068,,Wraco Lodge Dam ,2015,44.221,-84.7741,Houghton Lake/Roscommon,Wolf Creek,Muskegon,MI,9.3,1000,1928,MI Dept Natural Resources Fisheries Division,Recreation,Earthen,,,5,11/10/2017,,,,,,,,,,
MI-069,,Fuller Creek Pond Dam,2016,44.867777,-84.1748,Montmorency,Fuller Creek,Thunder Bay,MI,8,75,1949,,Research,Earthen,,,0.4,11/10/2017,,,,,,,,,,
MI-070,,Kassouni Dam,2016,43.7784,-85.7388,Newaygo County,Pere Marquette River,Pere Marquette-White,MI,5,15,~1950,,Private pond,Concrete,,,1,11/10/2017,,,,,,,,,,
MI-071,,Lyons Dam,2016,42.981447,-84.950177,Lyons/Ionia,Grand River,Upper Grand,MI,13.1,275,1857,Village of Lyons,Hydropower,Gravity/concrete capped/timber crib,,,15.5,11/10/2017,,,,,,,,,,
MI-072,,City of Williamston Dam,1998,42.690931,-84.283665,Williamston,Red Cedar River,Upper Grand,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-073,,Danvers Pond Dam,2012,42.500902,-83.324986,Farmington Hills,Pebble Creek,Detroit,MI,,,,,,,,,6.5,11/10/2017,,,,,,,,,,
MI-074,,Wayne Road Dam,2013,42.285144,-83.383259,Wayne,Lower Branch Rouge River,Detroit,MI,,,,,,,,,17,11/10/2017,,,,,,,,,,
MI-075,,Wheeler Creek Dam (Guthrie Dam),2009,44.438828,-85.697932,Mesick,Wheeler Creek,,MI,20,,1940s current; original structure 1867,,Hydropower ,Concrete,,,7,11/10/2017,,,,,,,,,,
MI-076,,River Raisin Dam #2,2012,41.913835,-83.384799,Monroe,River Raisin,,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-077,,River Raisin Dam #3,2012,41.91648,-83.394312,Monroe,River Raisin,,MI,,,,,,,,,,11/10/2017,,,,,,,,,,
MI-078,MI00512,Boardman Dam,2017,44.698261,-85.620644,Traverse City/Grand Traverse County,Boardman River,Boardman-Charlevoix ,MI,59,650,1884,Grand Traverse County,Hydropower,Gravity/Concrete/Sheet pile/Earthen,,,2,2/8/2018,,,,,,,,,,
MI-079,,Buhl Dam,2017,44.576442,-83.502723,Alcona/Iosco counties,South Branch Pine River,Au Sable,MI,20,30,1930s,Buhl family,Recreational pond for family lodge,,,,20,2/8/2018,,,,,,,,,,
MI-080,MI00492,Dog Lake Dam,2017,45.269314,-84.397224,Nunda Township/Cheboygan County,McMasters Creek,Black,MI,6.5,620,1957,Michigan Dept Natural Resources Wildlife Division,Recreation,Gravity/Earthen,,,,2/8/2018,,,,,,,,,,
