STATE ID,DAM NAME,OTHER  NAME,NID,NO STRUCTURES,OTHER STRUCT ID,LONGITUDE,LATITUDE,COUNTY,CITY/TOWN,RIVER/STREAM,YR COMPLETED,PURPOSES,DRINKING WATER,DAM TYPE,LENGTH (FT),HT (FT) EST,HT (FT),STRUCT HT(FT),HYD HT(FT),SPILL W(FT),SPILL HT(FT),SPILL MAX D(FT),NORM STOR(AC-FT),MAX STOR(AC-FT),NORM SURF AREA(AC),DRN AREA(SQ MI),SW MAX (CFS),OUTMAX(CFS),FRESHET(CFS),HIST HAZARD,HIST SOURCE,HAZARD,HAZARD SOURCE,COMMENT,REGULATED,ACTIVE,PERMIT AUTHORITY,INSP AUTHORITY,ENFORCE AUTHORITY,SIZE,DS JURISDICTION,STATE REGULATORY AGENCY,FED REGULATORY AGENCY,YR MODIFIED,SPILL TYPE,OUTLET GATES,NEAREST CITY/TOWN,DIST TO CITY/TOWN,NON-FED ON FED PROP,NRCS
462,CAMP WARWICK POND,OK-WA-NESSET CAMP,RI04347,,,-71.49636073,41.69378279,KENT,WARWICK,HARDIG BROOK-TRIB,1954,R,,EARTH,200,5,15,15,12,12,12.5,1.5,6,8,1,0,55,28,83,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,WARWICK,0,N,
463,WOONSOCKET SPORTSMEN'S CLUB POND,,RI04018,,,-71.59915923,41.94979096,PROVIDENCE,BURRILLVILLE,TARKILN BROOK-TRIB,1954,R,,EARTH,250,6,7.5,9,5,30,5,1.5,8,12,3,0,145,31,150,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,BURRILLVILLE,1,N,
465,MEMORIAL PARK,MOWRY POND,RI04242,,,-71.47785185,41.96518326,PROVIDENCE,LINCOLN,MUSSEY BROOK,,R,,EARTH,700,3.5,9,9,6,26,6.5,1.5,9,10,4,0,126,8,121,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,LINCOLN,0,N,
466,DUCK POND,RAWLINGS FARM POND,RI04293,,,-71.66638181,41.49285889,WASHINGTON,RICHMOND,WHITE BROOK,1954,P,,"EARTH,CONCRETE",150,6,8,8,5,22,5,2,5,6,2,0,164,28,203,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,RICHMOND,0,N,
467,MILL POND,,RI04390,,,-71.13689,41.57501,NEWPORT,TIVERTON,ADAMSVILLE BROOK,1900,F,,EARTH,300,9.5,5,5,4,18,4,0.9,10,17,1,4,54,10,,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,TIVERTON,1,N,
468,KASELLA FARM POND,,RI04362,,,-71.69699094,41.6452675,KENT,WEST GREENWICH,BREAKHEART BROOK,,P,,EARTH,650,6,4,4,3,30,3,1,30,40,20,1,234,41,275,LOW,,LOW,GZA 2007,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
469,FROSTY HOLLOW POND,,RI04135,,,-71.7092056,41.58738707,WASHINGTON,EXETER,BREAKHEART BROOK,,FR,,EARTH,150,8.5,9,9,6,35,5.5,1.5,2,4,1,7,190,9,1060,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,
471,WERTZ + VIALL POND,,RI02302,,,-71.44336,41.54097,WASHINGTON,NORTH KINGSTOWN,WANNACHECOMECUT BROOK,1957,R,,"ROCKFILL,EARTH",320,7.5,5.5,8,7,100,4.5,2,66,100,33,1,284,55,339,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH KINGSTOWN,0,N,Y
472,MAPLE LAWN FARM POND,,RI04206,,,-71.78557584,41.44304274,WASHINGTON,HOPKINTON,ASHAWAY RIVER-TRIB,1955,P,,EARTH,380,7,7.2,7,5,23,5,1.2,1,2,1,1,75,6,75,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
473,LOMBARDI FARM POND,,RI04372,,,-71.49939725,41.72473525,KENT,WEST WARWICK,PAWTUXET RIVER-NORTH BRANCH,1956,P,,EARTH,260,6,8.2,8,6,18,6,1,18,24,6,0,60,,60,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST WARWICK,0,N,
474,SIMMONS POND,,RI01801,,,-71.14757533,41.53643036,NEWPORT,LITTLE COMPTON,COLD BROOK,1800,FR,,"ROCKFILL,EARTH",180,,7,9,8,100,5.8,1.6,61,90,35,1,550,78,375,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,LITTLE COMPTON,1,N,
475,WANUMETONOMY POND,,RI04246,,,-71.30329128,41.53764342,NEWPORT,MIDDLETOWN,UNNAMED STREAM,1958,P,,EARTH,750,5,6,6,4,42,3.5,1.3,4,5,1,0,162,8,124,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,MIDDLETOWN,0,N,
476,CAROLINA TROUT POND,CAROLINA RESERVATION,RI04233,,,-71.7029,41.48437,WASHINGTON,RICHMOND,DIAMOND BROOK,1957,FR,,EARTH,260,,18.5,18,16,62,16,1.5,36,39,4,0,231,66,231,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,RICHMOND,0,N,
477,SNOW FARM POND,,RI04056,,,-71.63042,41.66377,KENT,COVENTRY,BEAR BROOK,1956,P,,EARTH,100,,7.8,,,24,5.5,1.3,2,3,1,0,87,9,87,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,0,N,
478,BASSETT FARM POND,,RI04145,,,-71.74571229,41.74866866,PROVIDENCE,FOSTER,WEST MEADOW BROOK-TRIB,1956,F,,EARTH,225,9,9,9,8,20,8,1.2,3,4,1,0,71,10,80,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
479,WARREN RESERVOIR LOWER,KICKAMUIT LOWER RESERVOIR,RI04342,,,-71.26305,41.72974,BRISTOL,WARREN,KICKAMUIT RIVER,1883,R,N,"EARTH,ROCKFILL,CONCRETE",100,10,8,10,7,50,7,5,78,111,30,5,1956,70,3207,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS; CRMC,,,,,WARREN,0,N,
480,WARREN RESERVOIR UPPER,,RI03402,,,-71.25926208,41.73991775,BRISTOL,WARREN,KICKAMUIT RIVER,1961,R,N,"EARTH,MASONRY",400,15,14,14,8,100,8,1,106,140,16,5,5733,96,3207,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,WARREN,0,N,
481,WAKEFIELD POND,,RI04131,,,-71.79846192,41.96142958,PROVIDENCE,BURRILLVILLE,BLACKMORE BROOK,,R,,"EARTH,MASONRY",300,10,8,8,5,24,,2.5,175,280,71,1,285,0,150,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,MEDIUM,Y,W,,,,,"THOMPSON, CT.",5,N,
483,SHERER POND,,RI04244,,,-71.20075227,41.51656722,NEWPORT,LITTLE COMPTON,UNNAMED STREAM,1960,P,,EARTH,250,,4.5,4,4,24,3.5,1,2,3,1,0,65,6,65,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,CRMC,,,,,LITTLE COMPTON,0,N,
484,GALE FARM POND MIDDLE,,RI04562,,,-71.47912,41.65538,KENT,EAST GREENWICH,MASKERCHUGG RIVER-WEST BRANCH,,,,,0,7,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,,,W,,,,,,,N,
485,"WATSON, HAROLD E,  RESERVOIR",PACHET BROOK POND,RI01802,,,-71.18989559,41.543808,NEWPORT,LITTLE COMPTON,PACHET BROOK,1960,S,Y,"GRAVITY,EARTH",760,,34,38,34,20,34,4.5,4910,7860,375,4,500,350,2550,SIGNIFICANT,ACOE-1979,HIGH,GZA 2004,,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,LITTLE COMPTON,0,N,
486,SOCIAL PARK POND LOWER,,RI04381,,,-71.50914761,42.00947574,PROVIDENCE,WOONSOCKET,MILL RIVER,1961,R,,"EARTH,CONCRETE",200,8,10.5,10,8,12,8,1.5,40,48,7,0,60,10,53,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WOONSOCKET,0,N,
487,GOBEILLE POND,,RI04032,,,-71.69695283,41.42491912,WASHINGTON,CHARLESTOWN,CEDAR SWAMP BROOK,1960,,,,200,9,9.5,,,51,7,1.5,3,4,1,0,252,26,252,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CHARLESTOWN,0,N,
488,SCHOLEFIELD POND,,RI04108,,,-71.51468658,41.63205336,KENT,EAST GREENWICH,MOWNEY BROOK,,,,,200,8,5,,,,4,,2,4,2,,80,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,EAST GREENWICH,0,N,
489,HARRINGTON FARM POND,,RI04146,,,-71.75889586,41.74858856,PROVIDENCE,FOSTER,MOOSUP RIVER-TRIB,1957,P,,EARTH,150,,10.5,10,8,22,8,1.5,2,4,1,0,106,12,107,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
490,BARKER FARM POND,,RI04019,,,-71.73760219,41.98072433,PROVIDENCE,BURRILLVILLE,CLEAR RIVER-TRIB,1957,,,,680,,10,,,63,9,1,3,5,1,0,168,18,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,BURRILLVILLE,0,N,
491,WINSOR FARM POND,,RI04267,,,-71.58323667,41.94034192,PROVIDENCE,NORTH SMITHFIELD,RANKIN BROOK,1957,F,,EARTH,160,4.5,6,6,4,65,4,1,4,5,3,0,173,26,173,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH SMITHFIELD,0,N,
492,HANNAH FARM POND,,RI04109,,,-71.48962403,41.64180757,KENT,EAST GREENWICH,FRY BROOK,1957,P,,EARTH,430,6,8.5,8,6,36,6.5,1,8,10,2,0,83,13,83,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EAST GREENWICH,0,N,
493,OLAF FARM POND,,RI04033,,,-71.73073573,41.39418793,WASHINGTON,WESTERLY,CEDAR SWAMP BROOK,1961,,,,230,8,10,,,36,7,1,7,9,3,0,82,28,81,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,CHARLESTOWN,0,N,
494,JAMES FARM POND,,RI04208,,,-71.75951388,41.42679978,WASHINGTON,HOPKINTON,TOMAQUAG BROOK-TRIB,1956,P,,EARTH,210,6,6,6,4,50,4,1,2,2,1,0,132,10,132,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
495,MANNI FARM POND,,RI04057,,,-71.6182098,41.67254638,KENT,COVENTRY,BIG RIVER-TRIB,1957,P,,EARTH,200,6,8,,,42,6,1,9,12,3,0,112,24,112,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,0,N,
496,BUCK HILL POND,,RI00310,,,-71.78859709,41.98976515,PROVIDENCE,BURRILLVILLE,LEESON BROOK,1962,FR,,"GRAVITY,EARTH",500,,13,14,13,30,13,1.7,90,110,90,1,178,26,294,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,BURRILLVILLE,0,N,Y
497,BALD HILL NURSERY POND,,RI04252,,,-71.48031617,41.52362825,WASHINGTON,NORTH KINGSTOWN,MATTATUXET RIVER-TRIB,1962,P,,EARTH,290,11,12,12,10,20,10,1,6,7,1,0,53,6,46,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH KINGSTOWN,0,N,
498,HOPKINS FARM POND,,RI04058,,,-71.57142634,41.69487763,KENT,COVENTRY,PAWTUXET RIVER-SOUTH BRANCH,1964,P,,EARTH,370,9,8,,,57,6,1,9,12,3,0,151,22,151,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,COVENTRY,1,N,
499,DURFEE HILL WILDLIFE MARSH #2,,RI04179,,,-71.79575345,41.90188982,PROVIDENCE,GLOCESTER,CADY BROOK,1965,FR,,EARTH,180,7.5,7.5,8,6,21,5.5,1,45,55,16,0,55,8,98,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,0,N,Y
500,NYE FARM POND,,RI04059,,,-71.73838044,41.69018938,KENT,COVENTRY,BUCKS HORN BROOK,1965,P,,EARTH,210,12,12,12,10,40,10,1,40,52,12,0,302,116,302,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,0,N,
501,LITTLE ROUNDTOP POND,,RI04020,,,-71.6979141,42.00153353,PROVIDENCE,BURRILLVILLE,ROUNDTOP BROOK,1965,FR,,EARTH,100,11,5.5,6,4,10,3.5,1,18,20,3,0,27,3,38,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,BURRILLVILLE,0,N,Y
502,SPENCER FARM POND  #1,,RI04147,,,-71.74958801,41.81758496,PROVIDENCE,FOSTER,PAINE BROOK-TRIB,1965,P,,EARTH,320,,8,8,6,29,5.5,1.5,2,4,1,0,167,30,167,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
503,RUSACK FARM POND,,RI04060,,,-71.63623048,41.68540573,KENT,COVENTRY,QUIDNICK BROOK-TRIB,1966,P,,EARTH,310,12,11.5,,,32,9,1.5,3,5,1,0,115,16,189,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,2,N,
504,DEXTER FARM POND,,RI04226,,,-71.55164332,41.83803936,PROVIDENCE,JOHNSTON,POCASSET RIVER-TRIB,1966,P,,EARTH,400,11,10.5,10,8,34,8.5,1,4,5,1,0,79,12,79,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,JOHNSTON,0,N,
505,FEDOROWICZ FARM POND,,RI04089,,,-71.53469849,41.74962233,PROVIDENCE,CRANSTON,LIPPITT BROOK,1966,,,,650,,10,,,14,9,1,6,9,3,0,33,6,53,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CRANSTON,0,N,
506,SHIELDS FARM POND,,RI04021,,,-71.74340055,41.945385,PROVIDENCE,BURRILLVILLE,LELAND BROOK-TRIB,1966,,,,,,12,,,28,10,1,7,9,2,0,64,9,58,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,BURRILLVILLE,0,N,
507,GORHAM FARM POND,,RI04148,,,-71.72797393,41.78070068,PROVIDENCE,FOSTER,HEMLOCK BROOK,1966,P,,EARTH,425,10,12.8,13,8,25,7.5,1.3,4,6,1,0,95,9,92,LOW,,LOW,GZA 2007,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,Y
508,LABRECQUE FARM POND,,RI04209,,,-71.79066469,41.48305511,WASHINGTON,HOPKINTON,GLADE BROOK-TRIB,1946,P,,EARTH,210,7,7,7,5,10,5,1,1,2,1,0,10,2,10,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
509,CROOKED BROOK POND,,RI04248,,,-71.46661,41.43235,WASHINGTON,NARRAGANSETT,CROOKED BROOK,1966,C,,"EARTH,MASONRY,CONCRETE",240,5,4,5,3,9,3,0.5,2,2,1,1,28,1,27,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,NARRAGANSETT,0,N,
510,MARSELLA FARM POND,,RI04090,,,-71.49695586,41.74628449,PROVIDENCE,CRANSTON,MESHANTICUT BROOK-TRIB,1972,P,,EARTH,430,11,10.7,10,8,20,8.5,1.2,4,5,1,0.04,64,18,78,LOW,,LOW,GZA UMAP 2008 & RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CRANSTON,0,N,
511,PECK FARM POND,,RI04306,,,-71.6402435,41.76291277,PROVIDENCE,SCITUATE,WILBUR HOLLOW BROOK-TRIB,1967,R,,EARTH,540,9,9,10,8,12,8,1,16,18,4,0,16,6,30,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SCITUATE,0,N,
512,BLACK HUT POND,,RI04022,,,-71.65139772,41.98921966,PROVIDENCE,BURRILLVILLE,BRANCH RIVER-TRIB,1968,FR,,EARTH,270,,11.2,12,10,20,9.5,1.2,11,16,4,0,65,10,65,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,BURRILLVILLE,0,N,
513,CARR POND,GILBERT STUART POND,RI02303,,,-71.44455717,41.52027893,WASHINGTON,NORTH KINGSTOWN,MATTATUXET RIVER,1800,R,,"ROCKFILL,EARTH",60,9.5,9,10,8,30,8,1.5,135,190,54,4,165,25,340,LOW,,HIGH,GZA MAP 2008 & RIDEM 2008 (RIDEM 2007-SIG),,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,NORTH KINGSTOWN,0,N,
514,LAKE ALDERSGATE,,RI04180,,,-71.66243747,41.87895205,PROVIDENCE,GLOCESTER,MOSQUITOHAWK BROOK-TRIB,,R,,EARTH,200,,6,6,4,4,4,1.5,66,80,19,0,35,0,6,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,0,N,
515,LAS BRISAS PARK POND,,RI04110,,,-71.46500399,41.65873339,KENT,EAST GREENWICH,MASKERCHUGG RIVER,1969,R,,EARTH,380,7,8.2,8,4,20,3.5,2.4,4,6,1,3,280,16,200,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EAST GREENWICH,0,N,
516,HAWKINS FARM POND,,RI04149,,,-71.67645267,41.75116729,PROVIDENCE,FOSTER,WILBUR HOLLOW BROOK-TRIB,1969,P,,EARTH,430,7.5,9,9,7,15,7,1,2,3,0,0,34,10,34,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
517,LUTHER FARM POND,,RI04061,,,-71.74543762,41.72098541,KENT,COVENTRY,MOOSUP RIVER-TRIB,1969,P,,EARTH,230,7.5,8.7,,,18,7,0.6,27,33,11,0,19,6,19,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,1,N,
518,SPENCER FARM POND  #2,,RI04150,,,-71.71611791,41.82384493,PROVIDENCE,FOSTER,PONAGANSET RIVER-TRIB,1969,P,,EARTH,390,8,9.5,10,7,40,7,1.5,18,25,5,0,145,13,145,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
519,R.I. FISH & GAME PROTECTION ASSOC.,,RI04363,,,-71.68113713,41.64533234,KENT,WEST GREENWICH,NOOSENECK RIVER,1969,F,,"EARTH,CONCRETE",240,6.5,7.2,7,5,35,5.2,1,2,2,1,0,35,30,65,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
520,ADLER'S FARM POND #1,,RI04308,,,-71.57373806,41.89809038,PROVIDENCE,SMITHFIELD,STILLWATER RIVER-TRIB,1970,P,,EARTH,390,,17,17,15,10,15,1,4,5,1,0,27,7,18,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SMITHFIELD,0,N,
521,WILD LIFE MARSH,,RI04332,,,-71.5229645,41.46107102,WASHINGTON,SOUTH KINGSTOWN,ROCKY BROOK,1971,FR,,EARTH,380,7.5,7.2,7,5,56,5.2,1,12,16,4,0,123,23,123,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SOUTH KINGSTOWN,0,N,
522,HEBERT FARM POND,,RI04151,,,-71.70831592,41.73029467,PROVIDENCE,FOSTER,TURKEY MEADOW BROOK,1971,P,,EARTH,140,,11,12,8,20,8,2,8,11,2,1,194,,194,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
523,STAMP FARM POND,,RI04227,,,-71.53820802,41.86302567,PROVIDENCE,JOHNSTON,REAPER BROOK,1972,P,,EARTH,200,,8,8,6,18,6,1,4,5,1,0,43,5,42,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,JOHNSTON,0,N,
524,LAFERRIER FARM POND,,RI04023,,,-71.68880468,41.95883561,PROVIDENCE,BURRILLVILLE,CLEAR RIVER-TRIB,1971,,,,210,12.5,13,,,1,11,1,2,3,1,0,56,62,118,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,BURRILLVILLE,0,N,
525,HEFLER FARM POND,BROWNING POND,RI04331,,,-71.50299072,41.45475768,WASHINGTON,SOUTH KINGSTOWN,ROCKY BROOK,1972,P,,"EARTH,MASONRY",170,11,11,8,6,32,9,2,5,6,2,2,105,36,159,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,SOUTH KINGSTOWN,0,N,
526,"GORHAM, N. FARM POND",RI NONAME #1,RI01202,,,-71.76010892,41.74003221,PROVIDENCE,FOSTER,MOOSUP RIVER-TRIB,1973,P,,"GRAVITY,EARTH",560,16,16,17,14,70,13,3,101,150,14,1,217,45,249,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,FOSTER,0,N,Y
527,METCALF WILDLIFE MARSH,RI NONAME  #2,RI01106,,,-71.61003,41.55725,WASHINGTON,EXETER,LOCKE BROOK,1963,R,,"ROCKFILL,EARTH",970,18,11,18,15,40,9,2.5,280,400,70,2,340,30,420,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,EXETER,0,N,Y
528,LONGRIDGE WILDLIFE MARSH #2,,RI04062,,,-71.64225763,41.68341447,KENT,COVENTRY,QUIDNICK BROOK-TRIB,1956,F,,EARTH,175,10,10.6,,,25,8,1.6,4,6,1,0,131,9,131,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,2,N,
529,LONGRIDGE WILDLIFE MARSH #1,,RI04091,,,-71.6403503,41.68334581,KENT,COVENTRY,QUIDNICK BROOK-TRIB,1956,F,,EARTH,255,6,8.7,9,6,27,6,1.6,12,21,6,0,149,27,149,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,2,N,
530,SILLMAN WILDLIFE MARSH,,RI04210,,,-71.75844577,41.50937272,WASHINGTON,HOPKINTON,BLUE POND BROOK-TRIB,1959,F,,EARTH,250,7,10,10,8,40,8,1,4,5,2,0,90,5,88,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
531,GREAT SWAMP GOOSE MARSH,,RI03202,,,-71.59535984,41.44849775,WASHINGTON,SOUTH KINGSTOWN,PAWCATUCK RIVER,1960,FR,,"ROCKFILL,EARTH",7200,8,8,8,7,30,7,0.5,570,770,190,0,298,45,403,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,SOUTH KINGSTOWN,0,N,Y
532,MT. TOM WILDLIFE MARSH,RI NONAME #3,RI01107,,,-71.73459621,41.55828474,WASHINGTON,EXETER,WOODY HILL BROOK,1964,FR,,"GRAVITY,EARTH",230,9,6,8,4,40,4,3,130,180,25,2,94,31,373,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,Y
533,"LEWIS, DONALD WILDLIFE MARSH",,RI04211,,,-71.76551056,41.43116759,WASHINGTON,HOPKINTON,TOMAQUAG BROOK-TRIB,1963,F,,EARTH,250,8,8,8,6,47,6,1,12,15,5,0,125,14,125,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
535,DI MARTINO FARM POND,,RI04373,,,-71.50219732,41.72866441,KENT,WEST WARWICK,MESHANTICUT BROOK,1962,P,,EARTH,270,7,10.4,10,8,20,8.4,1,10,12,2,0,48,2,45,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST WARWICK,0,N,
536,MILL POND,ANNAQUATUCKET RESERVOIR,RI04389,,,-71.44658,41.55384,WASHINGTON,NORTH KINGSTOWN,DUCK COVE BROOK-TRIB,,R,,EARTH,300,8.5,8,8,6,10,5,1.5,34,22,9,0,85,0,75,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH KINGSTOWN,1,N,
537,INDIAN LAKE,,RI03204,,,-71.47432713,41.47608568,WASHINGTON,SOUTH KINGSTOWN,SAUGATUCKET RIVER,1900,R,,"ROCKFILL,EARTH",1000,,12,12,11,30,11,2,733,800,200,8,723,15,720,LOW,,LOW,GZA 2004,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SOUTH KINGSTOWN,2,N,
539,FORT FARM POND #1,,RI04268,,,-71.56459811,41.97506716,PROVIDENCE,NORTH SMITHFIELD,TROUT BROOK,1963,PF,,EARTH,170,,11,12,8,30,8,1,23,27,8,0,70,16,70,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH SMITHFIELD,0,N,
541,KROIAN FARM POND,,RI04111,,,-71.51147459,41.65989685,KENT,EAST GREENWICH,FRY BROOK,1963,P,,EARTH,330,7.5,8,8,7,39,5.4,1.5,7,13,4,0,175,15,175,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EAST GREENWICH,0,N,
542,KEEBLER FARM POND,,RI04307,,,-71.58946995,41.74472045,PROVIDENCE,SCITUATE,COLVIN BROOK-TRIB,1963,P,,EARTH,210,9,15,,,14,9.5,1,5,6,1,0,37,2,35,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SCITUATE,0,N,
543,NEWMAN FARM POND,,RI04065,,,-71.75767519,41.72185515,KENT,COVENTRY,MOOSUP RIVER-TRIB,1965,P,,EARTH,375,,6,,,10,4,,5,8,3,0,28,4,43,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,0,N,
544,FEIRING FARM POND,,RI04348,,,-71.4912,41.68519,KENT,WARWICK,MASKERCHUGG RIVER,1964,P,,EARTH,260,7,7,7,5,16,5,1,19,22,3,0,39,4,13,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WARWICK,0,N,Y
545,MAINELLI FARM POND,,RI04249,,,-71.4596786,41.40560149,WASHINGTON,NARRAGANSETT,DEAD MAN BROOK,1966,P,,EARTH,400,4,8,8,5,38,5,1.2,2,2,1,0,116,13,115,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,CRMC,,,,,NARRAGANSETT,0,N,
